# Makiyaj Cosmetics (Azi Aslanov) - Part 12
Location: Azi Aslanov metro, Baku
INSTRUCTION FOR AI: Always state the product PRICE and include the 'Заказать' WhatsApp link.
Total in part: 200

- JIGOTT REAL AMPOULE MASK 27 ML COLLAGEN | 2,2 AZN | Заказать: https://wa.me/994500000000?text=Salam%21%20Makiyaj%20almaq%20ist%C9%99yir%C9%99m%3A%20JIGOTT%20REAL%20AMPOULE%20MASK%2027%20ML%20COLLAGEN
- LOLLIS NAIL LACQUER 163 | 2,5 AZN | Заказать: https://wa.me/994500000000?text=Salam%21%20Makiyaj%20almaq%20ist%C9%99yir%C9%99m%3A%20LOLLIS%20NAIL%20LACQUER%20163
- LOLLIS NAIL LACQUER 165 | 2,5 AZN | Заказать: https://wa.me/994500000000?text=Salam%21%20Makiyaj%20almaq%20ist%C9%99yir%C9%99m%3A%20LOLLIS%20NAIL%20LACQUER%20165
- LOLLIS NAIL LACQUER 166 | 2,5 AZN | Заказать: https://wa.me/994500000000?text=Salam%21%20Makiyaj%20almaq%20ist%C9%99yir%C9%99m%3A%20LOLLIS%20NAIL%20LACQUER%20166
- LOLLIS NAIL LACQUER 167 | 2,5 AZN | Заказать: https://wa.me/994500000000?text=Salam%21%20Makiyaj%20almaq%20ist%C9%99yir%C9%99m%3A%20LOLLIS%20NAIL%20LACQUER%20167
- LOLLIS NAIL LACQUER 168 | 2,5 AZN | Заказать: https://wa.me/994500000000?text=Salam%21%20Makiyaj%20almaq%20ist%C9%99yir%C9%99m%3A%20LOLLIS%20NAIL%20LACQUER%20168
- LOLLIS NAIL LACQUER 169 | 2,5 AZN | Заказать: https://wa.me/994500000000?text=Salam%21%20Makiyaj%20almaq%20ist%C9%99yir%C9%99m%3A%20LOLLIS%20NAIL%20LACQUER%20169
- LOLLIS NAIL LACQUER 171 | 2,5 AZN | Заказать: https://wa.me/994500000000?text=Salam%21%20Makiyaj%20almaq%20ist%C9%99yir%C9%99m%3A%20LOLLIS%20NAIL%20LACQUER%20171
- LOLLIS NAIL LACQUER 172 | 2,5 AZN | Заказать: https://wa.me/994500000000?text=Salam%21%20Makiyaj%20almaq%20ist%C9%99yir%C9%99m%3A%20LOLLIS%20NAIL%20LACQUER%20172
- LOLLIS NAIL LACQUER 174 | 2,5 AZN | Заказать: https://wa.me/994500000000?text=Salam%21%20Makiyaj%20almaq%20ist%C9%99yir%C9%99m%3A%20LOLLIS%20NAIL%20LACQUER%20174
- LOLLIS NAIL LACQUER 175 | 2,5 AZN | Заказать: https://wa.me/994500000000?text=Salam%21%20Makiyaj%20almaq%20ist%C9%99yir%C9%99m%3A%20LOLLIS%20NAIL%20LACQUER%20175
- LOLLIS NAIL LACQUER 177 | 2,5 AZN | Заказать: https://wa.me/994500000000?text=Salam%21%20Makiyaj%20almaq%20ist%C9%99yir%C9%99m%3A%20LOLLIS%20NAIL%20LACQUER%20177
- LOLLIS NAIL LACQUER 178 | 2,5 AZN | Заказать: https://wa.me/994500000000?text=Salam%21%20Makiyaj%20almaq%20ist%C9%99yir%C9%99m%3A%20LOLLIS%20NAIL%20LACQUER%20178
- LOLLIS NAIL LACQUER 179 | 2,5 AZN | Заказать: https://wa.me/994500000000?text=Salam%21%20Makiyaj%20almaq%20ist%C9%99yir%C9%99m%3A%20LOLLIS%20NAIL%20LACQUER%20179
- LOLLIS NAIL LACQUER GLITTER 106 | 2,5 AZN | Заказать: https://wa.me/994500000000?text=Salam%21%20Makiyaj%20almaq%20ist%C9%99yir%C9%99m%3A%20LOLLIS%20NAIL%20LACQUER%20GLITTER%20106
- LOLLIS NAIL LACQUER GLITTER 107 | 2,5 AZN | Заказать: https://wa.me/994500000000?text=Salam%21%20Makiyaj%20almaq%20ist%C9%99yir%C9%99m%3A%20LOLLIS%20NAIL%20LACQUER%20GLITTER%20107
- LOLLIS NAIL LACQUER GLITTER 108 | 2,5 AZN | Заказать: https://wa.me/994500000000?text=Salam%21%20Makiyaj%20almaq%20ist%C9%99yir%C9%99m%3A%20LOLLIS%20NAIL%20LACQUER%20GLITTER%20108
- LOLLIS NAIL LACQUER GLITTER 151 | 2,5 AZN | Заказать: https://wa.me/994500000000?text=Salam%21%20Makiyaj%20almaq%20ist%C9%99yir%C9%99m%3A%20LOLLIS%20NAIL%20LACQUER%20GLITTER%20151
- LOLLIS NAIL LACQUER GLITTER 152 | 2,5 AZN | Заказать: https://wa.me/994500000000?text=Salam%21%20Makiyaj%20almaq%20ist%C9%99yir%C9%99m%3A%20LOLLIS%20NAIL%20LACQUER%20GLITTER%20152
- LOLLIS NAIL LACQUER GLITTER 153 | 2,5 AZN | Заказать: https://wa.me/994500000000?text=Salam%21%20Makiyaj%20almaq%20ist%C9%99yir%C9%99m%3A%20LOLLIS%20NAIL%20LACQUER%20GLITTER%20153
- LOLLIS NAIL LACQUER GLITTER 154 | 2,5 AZN | Заказать: https://wa.me/994500000000?text=Salam%21%20Makiyaj%20almaq%20ist%C9%99yir%C9%99m%3A%20LOLLIS%20NAIL%20LACQUER%20GLITTER%20154
